2.019062050000000000e+07 3.800400000000000444e-01 8.192142240000001019e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.805100000000000149e-01 8.209503249999999808e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.809800000000000408e-01 8.227263100000000717e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.814500000000000113e-01 8.245041749999999503e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.819200000000000372e-01 8.262839200000000606e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.823900000000000077e-01 8.281420229999999494e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.828699999999999881e-01 8.300238730000000231e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.833500000000000241e-01 8.319461700000001514e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.838300000000000045e-01 8.339090579999999253e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.843099999999999850e-01 8.358742499999999298e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.848000000000000309e-01 8.379020000000001467e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.852799999999999558e-01 8.399489279999998725e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.857700000000000018e-01 8.420587559999999083e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.862599999999999922e-01 8.441712299999999392e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.867599999999999927e-01 8.463855839999999686e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.872499999999999831e-01 8.485421999999999132e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.877499999999999836e-01 8.507235000000000769e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.882499999999999840e-01 8.527522999999999076e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.887499999999999845e-01 8.548612500000000169e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.892499999999999849e-01 8.567003250000000403e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.897599999999999953e-01 8.584463999999999428e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.902599999999999958e-01 8.600159619999999672e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.907700000000000062e-01 8.615306189999999420e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.912900000000000267e-01 8.629509660000000970e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.918000000000000371e-01 8.642324399999999907e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.923200000000000021e-01 8.654186879999998805e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.928399999999999670e-01 8.664479039999999355e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.933599999999999874e-01 8.673981360000001528e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.938800000000000079e-01 8.681902959999999725e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.943999999999999728e-01 8.688631999999999467e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.949300000000000033e-01 8.693989020000000290e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.954599999999999782e-01 8.698142700000000005e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.959900000000000087e-01 8.701088270000000291e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.965299999999999936e-01 8.702643909999999705e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.970699999999999785e-01 8.702583189999999469e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.976100000000000190e-01 8.701297240000001043e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.981500000000000039e-01 8.698781199999999769e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.986899999999999888e-01 8.694631520000000169e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.992399999999999838e-01 8.689059360000001009e-01 4.096000000000000000e+03
2.019062050000000000e+07 3.997900000000000342e-01 8.681839640000000857e-01 4.096000000000000000e+03
2.019062050000000000e+07 4.003399999999999737e-01 8.673366099999999523e-01 4.096000000000000000e+03
2.019062050000000000e+07 4.008899999999999686e-01 8.663232900000000791e-01 4.096000000000000000e+03
2.019062050000000000e+07 4.014499999999999735e-01 8.651247499999998869e-01 4.096000000000000000e+03
2.019062050000000000e+07 4.020099999999999785e-01 8.637988869999999597e-01 4.096000000000000000e+03
2.019062050000000000e+07 4.025699999999999834e-01 8.623049399999999087e-01 4.096000000000000000e+03
2.019062050000000000e+07 4.031299999999999883e-01 8.606825500000000462e-01 4.096000000000000000e+03
2.019062050000000000e+07 4.037000000000000033e-01 8.588313800000000331e-01 4.096000000000000000e+03
2.019062050000000000e+07 4.042699999999999627e-01 8.568502649999999443e-01 4.096000000000000000e+03
2.019062050000000000e+07 4.048399999999999777e-01 8.546982079999999593e-01 4.096000000000000000e+03
2.019062050000000000e+07 4.054100000000000481e-01 8.523745250000001050e-01 4.096000000000000000e+03
2.019062050000000000e+07 4.059900000000000175e-01 8.498588670000001288e-01 4.096000000000000000e+03
